Time,Roll,Pitch,Yaw,PosX,PosY,Altitude
0.000,0.000,0.000,0.000,0.00000,0.00000,0.000
0.010,0.000,0.000,0.000,0.32507,-0.27613,0.011
0.020,0.000,0.000,0.000,0.32507,-0.27613,0.005
0.030,0.000,0.000,0.000,0.32507,-0.27613,0.005
0.040,0.000,0.000,0.021,0.32507,-0.27613,0.000
0.050,0.000,0.000,0.021,0.32507,-0.27613,0.000
0.060,0.000,0.000,0.021,0.32507,-0.27613,-0.005
0.070,0.000,0.000,0.021,0.32507,-0.27613,-0.005
0.080,0.011,-0.003,0.050,0.32507,-0.27613,-0.005
0.090,-0.005,0.002,0.036,0.32507,-0.27613,-0.005
0.100,-0.004,0.000,0.036,0.32507,-0.27613,-0.005
0.110,-0.001,-0.001,0.036,0.32507,-0.27613,-0.005
0.120,0.001,0.000,0.036,0.32507,-0.27613,-0.005
0.130,0.001,0.000,0.036,0.32507,-0.27613,-0.005
0.140,0.000,0.000,0.036,0.32507,-0.27613,-0.005
0.150,0.000,0.000,0.036,0.32507,-0.27613,-0.005
0.160,0.000,0.000,0.036,0.32507,-0.27613,-0.005
0.170,0.000,0.000,0.036,0.32507,-0.27613,-0.005
0.180,0.000,0.000,0.036,0.32507,-0.27613,-0.005
0.190,0.000,0.000,0.036,0.32507,-0.27613,-0.005
0.200,0.000,0.000,0.036,0.32507,-0.27613,-0.005
0.210,0.000,0.000,0.036,0.32507,-0.27613,-0.005
0.220,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.230,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.240,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.250,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.260,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.270,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.280,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.290,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.300,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.310,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.320,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.330,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.340,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.350,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.360,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.370,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.380,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.390,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.400,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.410,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.420,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.430,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.440,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.450,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.460,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.470,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.480,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.490,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.500,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.510,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.520,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.530,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.540,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.550,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.560,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.570,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.580,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.590,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.600,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.610,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.620,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.630,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.640,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.650,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.660,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.670,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.680,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.690,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.700,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.710,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.720,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.730,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.740,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.750,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.760,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.770,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.780,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.790,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.800,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.810,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.820,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.830,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.840,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.850,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.860,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.870,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.880,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.890,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.900,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.910,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.920,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.930,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.940,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.950,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.960,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.970,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.980,0.000,0.000,0.036,0.32436,-0.27779,-0.005
0.990,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.000,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.010,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.020,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.030,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.040,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.050,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.060,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.070,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.080,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.090,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.100,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.110,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.120,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.130,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.140,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.150,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.160,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.170,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.180,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.190,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.200,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.210,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.220,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.230,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.240,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.250,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.260,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.270,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.280,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.290,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.300,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.310,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.320,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.330,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.340,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.350,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.360,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.370,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.380,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.390,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.400,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.410,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.420,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.430,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.440,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.450,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.460,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.470,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.480,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.490,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.500,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.510,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.520,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.530,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.540,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.550,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.560,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.570,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.580,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.590,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.600,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.610,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.620,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.630,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.640,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.650,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.660,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.670,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.680,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.690,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.700,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.710,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.720,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.730,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.740,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.750,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.760,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.770,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.780,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.790,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.800,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.810,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.820,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.830,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.840,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.850,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.860,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.870,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.880,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.890,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.900,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.910,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.920,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.930,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.940,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.950,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.960,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.970,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.980,0.000,0.000,0.036,0.32436,-0.27779,-0.005
1.990,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.000,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.010,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.020,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.030,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.040,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.050,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.060,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.070,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.080,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.090,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.100,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.110,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.120,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.130,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.140,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.150,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.160,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.170,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.180,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.190,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.200,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.210,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.220,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.230,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.240,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.250,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.260,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.270,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.280,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.290,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.300,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.310,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.320,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.330,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.340,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.350,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.360,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.370,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.380,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.390,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.400,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.410,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.420,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.430,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.440,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.450,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.460,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.470,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.480,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.490,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.500,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.510,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.520,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.530,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.540,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.550,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.560,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.570,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.580,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.590,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.600,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.610,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.620,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.630,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.640,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.650,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.660,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.670,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.680,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.690,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.700,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.710,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.720,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.730,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.740,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.750,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.760,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.770,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.780,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.790,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.800,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.810,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.820,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.830,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.840,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.850,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.860,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.870,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.880,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.890,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.900,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.910,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.920,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.930,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.940,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.950,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.960,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.970,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.980,0.000,0.000,0.036,0.32436,-0.27779,-0.005
2.990,0.000,0.000,0.036,0.32436,-0.27779,-0.005
3.000,0.000,0.000,0.036,0.32436,-0.27779,-0.005
3.010,0.000,0.000,0.036,0.32436,-0.27779,-0.005
3.020,0.000,0.000,0.036,0.32436,-0.27779,-0.005
3.030,0.000,0.000,0.036,0.32436,-0.27779,-0.005
3.040,0.000,0.000,0.036,0.32436,-0.27779,-0.005
3.050,0.000,0.000,0.036,0.32436,-0.27779,-0.005
3.060,0.000,0.000,0.036,0.32436,-0.27779,-0.005
3.070,0.000,0.000,0.036,0.32436,-0.27779,-0.005
3.080,0.000,0.000,0.036,0.32436,-0.27779,-0.005
3.090,0.000,0.000,0.036,0.32436,-0.27779,-0.005
3.100,0.000,0.000,0.036,0.32436,-0.27779,-0.005
3.110,0.000,0.000,0.036,0.32436,-0.27779,-0.005
3.120,0.000,0.000,0.036,0.32436,-0.27779,-0.005
3.130,0.000,0.000,0.036,0.32436,-0.27779,-0.005
3.140,0.000,0.000,0.036,0.32436,-0.27779,-0.005
3.150,0.000,0.000,0.036,0.32436,-0.27779,-0.005
3.160,0.000,0.000,0.036,0.32436,-0.27779,-0.005
3.170,0.000,0.000,0.036,0.32436,-0.27779,-0.005
3.180,0.000,0.000,0.036,0.32436,-0.27779,-0.005
3.190,0.000,0.000,0.036,0.32436,-0.27779,-0.005
3.200,0.000,0.000,0.036,0.32436,-0.27779,-0.005
3.210,0.000,0.000,0.036,0.32436,-0.27779,-0.005
3.220,0.000,0.000,0.036,0.32436,-0.27779,-0.005
3.230,0.000,0.000,0.036,0.32436,-0.27779,-0.005
3.240,0.000,0.000,0.036,0.32436,-0.27779,-0.005
3.250,0.000,0.000,0.036,0.32436,-0.27779,-0.005
3.260,0.000,0.000,0.036,0.32436,-0.27779,-0.005
3.270,0.000,0.000,0.036,0.32436,-0.27779,-0.005
3.280,0.000,0.000,0.036,0.32436,-0.27779,-0.005
3.290,0.000,0.000,0.036,0.32436,-0.27779,-0.005
3.300,0.000,0.000,0.036,0.32436,-0.27779,-0.005
3.310,0.000,0.000,0.036,0.32436,-0.27779,-0.005
3.320,0.000,0.000,0.036,0.32436,-0.27779,-0.005
3.330,0.000,0.000,0.036,0.32436,-0.27779,-0.005
3.340,0.000,0.000,0.036,0.32436,-0.27779,-0.005
3.350,0.000,0.000,0.036,0.32436,-0.27779,-0.005
3.360,0.000,0.000,0.036,0.32436,-0.27779,-0.005
3.370,0.000,0.000,0.036,0.32436,-0.27779,-0.005
3.380,0.000,0.000,0.036,0.32436,-0.27779,-0.005
3.390,0.000,0.000,0.036,0.32436,-0.27779,-0.005
3.400,0.000,0.000,0.036,0.32436,-0.27779,-0.005
3.410,0.000,0.000,0.036,0.32436,-0.27779,-0.005
3.420,0.000,0.000,0.036,0.32436,-0.27779,-0.005
3.430,0.000,0.000,0.036,0.32436,-0.27779,-0.005
3.440,0.000,0.000,0.036,0.32436,-0.27779,-0.005
3.450,0.000,0.000,0.036,0.32436,-0.27779,-0.005
3.460,0.000,0.000,0.036,0.32436,-0.27779,-0.005
3.470,0.000,0.000,0.036,0.32436,-0.27779,-0.005
3.480,0.000,0.000,0.036,0.32436,-0.27779,-0.005
3.490,0.000,0.000,0.036,0.32436,-0.27779,-0.005
3.500,0.000,0.000,0.036,0.32436,-0.27779,-0.005
3.510,0.000,0.000,0.036,0.32436,-0.27779,-0.005
3.520,0.000,0.000,0.036,0.32436,-0.27779,-0.005
3.530,0.000,0.000,0.036,0.32436,-0.27779,-0.005
3.540,0.000,0.000,0.036,0.32436,-0.27779,-0.005
3.550,0.000,0.000,0.036,0.32436,-0.27779,-0.005
3.560,0.000,0.000,0.036,0.32436,-0.27779,-0.005
3.570,0.000,0.000,0.036,0.32436,-0.27779,-0.005
3.580,0.000,0.000,0.036,0.32436,-0.27779,-0.005
3.590,0.000,0.000,0.036,0.32436,-0.27779,-0.005
3.600,0.000,0.000,0.036,0.32436,-0.27779,-0.005
3.610,0.000,0.000,0.036,0.32436,-0.27779,-0.005
3.620,0.000,0.000,0.036,0.32436,-0.27779,-0.005
3.630,0.000,0.000,0.036,0.32436,-0.27779,-0.005
3.640,0.000,0.000,0.036,0.32436,-0.27779,-0.005
3.650,0.000,0.000,0.036,0.32436,-0.27779,-0.005
3.660,0.000,0.000,0.036,0.32436,-0.27779,-0.005
3.670,0.000,0.000,0.036,0.32436,-0.27779,-0.005
3.680,0.000,0.000,0.036,0.32436,-0.27779,-0.005
3.690,0.000,0.000,0.036,0.32436,-0.27779,-0.005
3.700,0.000,0.000,0.036,0.32436,-0.27779,-0.005
3.710,0.000,0.000,0.036,0.32436,-0.27779,-0.005
3.720,0.000,0.000,0.036,0.32436,-0.27779,-0.005
3.730,0.000,0.000,0.036,0.32436,-0.27779,-0.005
3.740,0.000,0.000,0.036,0.32436,-0.27779,-0.005
3.750,0.000,0.000,0.036,0.32436,-0.27779,-0.005
3.760,0.000,0.000,0.036,0.32436,-0.27779,-0.005
3.770,0.000,0.000,0.036,0.32436,-0.27779,-0.005
3.780,0.000,0.000,0.036,0.32436,-0.27779,-0.005
3.790,0.000,0.000,0.036,0.32436,-0.27779,-0.005
3.800,0.000,0.000,0.036,0.32436,-0.27779,-0.005
3.810,0.000,0.000,0.036,0.32436,-0.27779,-0.005
3.820,0.000,0.000,0.036,0.32436,-0.27779,-0.005
3.830,0.000,0.000,0.036,0.32436,-0.27779,-0.005
3.840,0.000,0.000,0.036,0.32436,-0.27779,-0.005
3.850,0.000,0.000,0.036,0.32436,-0.27779,-0.005
3.860,0.000,0.000,0.036,0.32436,-0.27779,-0.005
3.870,0.000,0.000,0.036,0.32436,-0.27779,-0.005
3.880,0.000,0.000,0.036,0.32436,-0.27779,-0.005
3.890,0.000,0.000,0.036,0.32436,-0.27779,-0.005
3.900,0.000,0.000,0.036,0.32436,-0.27779,-0.005
3.910,0.000,0.000,0.036,0.32436,-0.27779,-0.005
3.920,0.000,0.000,0.036,0.32436,-0.27779,-0.005
3.930,0.000,0.000,0.036,0.32436,-0.27779,-0.005
3.940,0.000,0.000,0.036,0.32436,-0.27779,-0.005
3.950,0.000,0.000,0.036,0.32436,-0.27779,-0.005
3.960,0.000,0.000,0.036,0.32436,-0.27779,-0.005
3.970,0.000,0.000,0.036,0.32436,-0.27779,-0.005
3.980,0.000,0.000,0.036,0.32436,-0.27779,-0.005
3.990,0.000,0.000,0.036,0.32436,-0.27779,-0.005
4.000,0.000,0.000,0.036,0.32436,-0.27779,-0.005
4.010,0.000,0.000,0.036,0.32436,-0.27779,-0.005
4.020,0.000,0.000,0.036,0.32436,-0.27779,-0.005
4.030,0.000,0.000,0.036,0.32436,-0.27779,-0.005
4.040,0.000,0.000,0.036,0.32436,-0.27779,-0.005
4.050,0.000,0.000,0.036,0.32436,-0.27779,-0.005
4.060,0.000,0.000,0.036,0.32436,-0.27779,-0.005
4.070,0.000,0.000,0.036,0.32436,-0.27779,-0.005
4.080,0.000,0.000,0.036,0.32436,-0.27779,-0.005
4.090,0.000,0.000,0.036,0.32436,-0.27779,-0.005
4.100,0.000,0.000,0.036,0.32436,-0.27779,-0.005
4.110,0.000,0.000,0.036,0.32436,-0.27779,-0.005
4.120,0.000,0.000,0.036,0.32436,-0.27779,-0.005
4.130,0.000,0.000,0.036,0.32436,-0.27779,-0.005
4.140,0.000,0.000,0.036,0.32436,-0.27779,-0.005
4.150,0.000,0.000,0.036,0.32436,-0.27779,-0.005
4.160,0.000,0.000,0.036,0.32436,-0.27779,-0.005
4.170,0.000,0.000,0.036,0.32436,-0.27779,-0.005
4.180,0.000,0.000,0.036,0.32436,-0.27779,-0.005
4.190,0.000,0.000,0.036,0.32436,-0.27779,-0.005
4.200,0.000,0.000,0.036,0.32436,-0.27779,-0.005
4.210,0.000,0.000,0.036,0.32436,-0.27779,-0.005
4.220,0.000,0.000,0.036,0.32436,-0.27779,-0.005
4.230,0.000,0.000,0.036,0.32436,-0.27779,-0.005
4.240,0.000,0.000,0.036,0.32436,-0.27779,-0.005
4.250,0.000,0.000,0.036,0.32436,-0.27779,-0.005
4.260,0.000,0.000,0.036,0.32436,-0.27779,-0.005
4.270,0.000,0.000,0.036,0.32436,-0.27779,-0.005
4.280,0.000,0.000,0.036,0.32436,-0.27779,-0.005
4.290,0.000,0.000,0.036,0.32436,-0.27779,-0.005
4.300,0.000,0.000,0.036,0.32436,-0.27779,-0.005
4.310,0.000,0.000,0.036,0.32436,-0.27779,-0.005
4.320,0.000,0.000,0.036,0.32436,-0.27779,-0.005
4.330,0.000,0.000,0.036,0.32436,-0.27779,-0.005
4.340,0.000,0.000,0.036,0.32436,-0.27779,-0.005
4.350,0.000,0.000,0.036,0.32436,-0.27779,-0.005
